Laptop Name
"HP Pavilion Laptop, Pantalla de 15"" FHD, Procesador AMD Ryzen 7 3700U(2a), 16GB RAM,…"
"Acer Aspire 5 Slim - visualización IPS Full HD de 15,6 Pulgadas, AMD Ryzen 5 3500U, Vega 8…"
"HP COMHPI970 Laptop - 14"", Intel Celeron, N4000, 4 GB, Windows 10 Home, 500 GB"
"Acer Aspire 5 Slim Laptop 15.6"" Full HD IPS visualización, AMD Ryzen 3 3200U, Vega 3…"
"Lenovo Laptop IP 3-15ADA Ryzen3, RAM 12GB, HDD 1TB + 128 GB SDD, Windows 10, Azul"
"Huawei Matebook D 14"", Amd Ryzen, Windows 10, Ssd 512 Gb 8Gb Ram, Color Plateado (Mystic…"
"Asus TUF Gaming A15 - Portátil para Gaming (15,6 Pulgadas, 144 Hz, FHD IPS, AMD Ryzen 5 4600H,…"
2020 Lenovo IdeaPad Laptop ComputerAMD A6-9220e 1.6GHz 4GB Memory 64GB eMMC Flash…
"HP Stream 11.6"" HD Laptop, Intel Celeron N4000, 4 GB RAM, 32 GB eMMC, Windows 10 Home in S…"
"Acer Aspire 5 A515-44-R2SA, 15.6"", Full HD, AMD Ryzen 7 4700U Octa-Core Procesador móvil con…"
"Laptop Asus Vivobook , 15"", Core I3 10Th, 12Gb Ram, 1Tb Hd +128Gb Ssd, Transparent Silver,…"
"Acer Aspire 5 A515-44G-R83X, 15.6"" Full HD, AMD Ryzen 5 4500U Hexa-Core Mobile Processor,…"
2020 Lenovo IdeaPad 3 15.6 pulgadas Laptop Intel Core i3-1005G1 8GB RAM 256GB SSD Windows…
"Lenovo Thinkpad X131e Chromebook de 11.6 pulgadas LED Intel Celeron Dual Core 1,50 gHz modelo 628323u (Renewed)"
"Asus Rog Strix G15 Electro, 15"", Geforce Gtx 1650 Ti With Rog Boost Intel, Core I5 10A Gen, 16Gb…"
"HP Pavilion 16,1 pulgadas Gaming Laptop (1920x1080) FHD 144 Hz, Intel Core i5-10300H,…"
"Lenovo IdeaPad 3 2020 - visualización táctil HD de 15 Pulgadas, Intel 10ª generación Dual-Core i3…"
"Asus J202NA-DH01T Tablet 11.6"", Wi-Fi, 500 GB, 4 GB RAM, Athlon Dual Core 1.1 GHz, Dos"
"Lenovo Ideapad 330s 15.6 pulgadas, procesador AMD Ryzen 5 2500U Quad-Core, 8 GB de…"
"Asus Laptop Gamer TUF 15.6"", GeForce GTX 1650, Ryzen 7 , 8GB RAM, 256 GB SSD, FX505DT-BQ155T"
"2020 HP 15.6"" HD Touchscreen Premium Home & Business Laptop, 10th Gen Intel Quad-Core i5…"
"Laptop Gamer ASUS TUF 15.6"", GeForce GTX 1650, Ryzen 7 , 8GB RAM, 1TB HDD + 256GB SSD,…"
"HUAWEI Matebook 13 2020 - Computadora portátil Ultra Delgada 13"", Intel Core i5-10210U,…"
"Acer Aspire 5 Slim - visualización IPS Full HD de 15,6 Pulgadas, AMD Ryzen 7 3700U, RX Vega 10…"
"Lenovo Chromebook S330 Laptop, Pantalla FHD de 14 Pulgadas (1920 x 1080), procesador…"
