Laptop Name
"Microsoft - Surface Go 2 con pantalla táctil de 10.5"" - Intel Pentium Gold - Memoria 8GB - SSD de 128 GB - Plata"
"Microsoft - Surface Go 2 con pantalla táctil de 10.5"" - Intel Pentium Gold - Memoria 4GB - SSD de 64 GB - Plata"
"¡Nuevo! HP - Laptop 15-cw1004la de 15.6"" - AMD Ryzen 5- Radeon Vega 8 - Memoria 12GB - Disco duro 1TB+SSD 128GB - Azul Neblina"
"Asus- Laptop ROG STRIX G15 HAPPY ED de 15.6""- NVIDIA GeForce GTX 1650Ti- Core i5- Memoria 16GB- SSD 512GB- Azul Glaciar"
"Dell - Laptop G5 FHD de 15.6"" - NVIDIA GeForce GTX 1650 Ti - Core i7 - Memoria 8GB - SSD de 512GB - Negro"
"HP- Laptop Pavillion 16-a0001la de 16.1""- NVIDIA GeForce GTX 1650- Core i5- Memoria 8GB- SSD de 512GB+OPTANE 32GB- Negro"
"Asus- Laptop ROG STRIX G531GT-BQ095T de 15.6""- NVIDIA GeForce GTX 1650- Core i5- Memoria 8GB- HDD 1TB+SSD 256GB- Negro"
"Dell- Laptop G5 2060 SSD de 15.6""- NVIDIA GeForce RTX 2060- Core i7- Memoria 16GB- SSD de 512GB- Negro"
"HP- Laptop OMEN 15-DC1003LA de 15.6""- NVIDIA GeForce GTX 1660Ti- Core i7- Memoria 16GB- SSD 512GB+OPTANE 32GB- Negro"
"Dell- Laptop G3 3500 i5 de 15.6""- NVIDIA GeForce GTX 1650 Ti- Core i5- Memoria 8GB- HDD 1TB+SSD 256GB- Negro"
"Dell - Laptop INSPIRON 3593 I51035G1 de 15"" Intel Core i5 - Memoria 8 GB - Disco duro 256 GB - Negro"
"Lenovo - Laptop Ideapad C340 de 15.6""- Core i5 - Intel UHD - Memoria 8GB - Disco duro 1TB - Plata"
"HP - Laptop 15-dw2049la de 15.6"" - Core i7 - Intel Iris Plus - Memoria de 12 GB - Disco duro de 2 TB - Plata"
"Asus- Laptop ROG STRIX G15 de 15.6""- NVIDIA GeForce GTX 1650 Ti- Core i5- Memoria 16GB- SSD 512GB- Negro Electro Punk"
"¡Nuevo! Dell - Laptop G3 de 15.6"" - NVIDIA GeForce GTX 1650 Ti - Core i5 - Memoria 8GB - HDD 1TB+SSD 256GB - Negro"
"Microsoft - Surface Book 3 táctil de 13.5""-  Core i5 - Intel UHD - Memoria 8GB - SSD de 256GB - Plata"
"Acer - Laptop A514-52-77F8 de 14"" - Core i7 - Intel UHD - Memoria 8GB - SSD 512GB+OPTANE 32GB - Negro"
"MSI- Laptop RAIDER 10SFS-220MX de 15.6""- NVIDIA GeForce RTX 2070 SUPER- Core i7- Memoria 16GB- SSD de 1TB- Negro"
"MSI -Laptop 15.6""-Comet lake i7-10750H-NVIDIA GeForceGTX1650 Ti MAX Q-GDDR6 4GB-DDR IV8GB(2666MHz)-RTL8111HS-CG"
"Alienware- Laptop AREA51 17 R2 de 17.3""- NVIDIA GeForce RTX 2070- Core i7- Memoria 16GB- HDD 1TB+SSD 512GB- Negro"
"Asus- Laptop ROG STRIX G712LU-H7033T de 17.3""- NVIDIA GeForce GTX 1660 Ti- Core i7- Memoria 16GB- SSD 1TB- Negro"
"MSI - Laptop de 15.6"" FHD -NVIDIA GeForce GTX1650 Ti MAX Q -RAM GDDR6 4GB-256GB NVMe PCIe SSD+1TB 7200rpm-DDR IV 8GB"
"MSI- Laptop STEALTH 10SGS-069MX de 15.6""- NVIDIA GeForce RTX 2080 Max-Q- Core i7- Memoria 32GB- SSD 1TB- Negro"
"Dell - Laptop INSPIRON 7000 FHD de 14"" - Core i7 - Memoria de 8 GB - Unidad de estado sólido 256GB - Plata"
"Microsoft - Surface Go 2 con pantalla táctil de 10.5"" - Intel Pentium Gold - Memoria 8GB - SSD de 128 GB - Plata"
